id,choice,mode,cost,risk,weight,seats,noise,crowdness,convloc,clientele,chid,african,lifeExp,dwage,iwage,educ,fatalism,gender,age,haveChildren,swim
8020605,0.0,WaterTaxi,59.310089111328125,2.551269531247957,1.4678841829299927,0.800000011920929,1.0,1.0,0.800000011920929,1.0,1.0,yes,52.0,19.397476196289062,19.397476196289062,high,6.0,male,33,yes,yes
8020605,1.0,Ferry,34.7288703918457,4.431152343753464,1.4678841829299927,0.4000000059604645,0.20000000298023224,0.20000000298023224,0.4000000059604645,0.800000011920929,1.0,yes,52.0,19.397476196289062,19.397476196289062,high,6.0,male,33,yes,yes
8020605,0.0,Hovercraft,57.04705047607422,3.8818359375025757,1.4678841829299927,0.800000011920929,1.0,1.0,0.6000000238418579,1.0,1.0,yes,52.0,19.397476196289062,19.397476196289062,high,6.0,male,33,yes,yes
8020605,0.0,Helicopter,99.8692855834961,18.40820312499769,1.4678841829299927,0.800000011920929,1.0,1.0,0.6000000238418579,1.0,2.0,yes,52.0,19.397476196289062,19.397476196289062,high,6.0,male,33,yes,yes
8020605,0.0,WaterTaxi,59.310089111328125,2.551269531247957,1.4678841829299927,0.800000011920929,1.0,1.0,0.800000011920929,1.0,2.0,yes,52.0,19.397476196289062,19.397476196289062,high,6.0,male,33,yes,yes
8020605,1.0,Ferry,34.7288703918457,4.431152343753464,1.4678841829299927,0.4000000059604645,0.20000000298023224,0.20000000298023224,0.4000000059604645,0.800000011920929,2.0,yes,52.0,19.397476196289062,19.397476196289062,high,6.0,male,33,yes,yes
8020605,0.0,Hovercraft,81.04450225830078,3.8818359375025757,1.4678841829299927,0.800000011920929,1.0,1.0,0.6000000238418579,1.0,2.0,yes,52.0,19.397476196289062,19.397476196289062,high,6.0,male,33,yes,yes
8020605,0.0,Helicopter,99.8692855834961,18.40820312499769,1.4678841829299927,0.800000011920929,1.0,1.0,0.6000000238418579,1.0,3.0,yes,52.0,19.397476196289062,19.397476196289062,high,6.0,male,33,yes,yes
8020605,0.0,WaterTaxi,59.310089111328125,2.551269531247957,1.4678841829299927,0.800000011920929,1.0,1.0,0.800000011920929,1.0,3.0,yes,52.0,19.397476196289062,19.397476196289062,high,6.0,male,33,yes,yes
8020605,1.0,Ferry,34.7288703918457,4.431152343753464,1.4678841829299927,0.4000000059604645,0.20000000298023224,0.20000000298023224,0.4000000059604645,0.800000011920929,3.0,yes,52.0,19.397476196289062,19.397476196289062,high,6.0,male,33,yes,yes
8020605,0.0,Hovercraft,81.04450225830078,3.8818359375025757,1.4678841829299927,0.800000011920929,1.0,1.0,0.6000000238418579,1.0,3.0,yes,52.0,19.397476196289062,19.397476196289062,high,6.0,male,33,yes,yes
8260102,1.0,WaterTaxi,135.03099060058594,2.551269531247957,0.3863821029663086,0.800000011920929,0.6000000238418579,0.800000011920929,0.6000000238418579,0.800000011920929,6.0,no,37.0,,70.68500518798828,high,4.0,male,33,no,no
8260102,0.0,Ferry,122.49824523925781,4.431152343753464,0.3863821029663086,0.6000000238418579,0.800000011920929,0.800000011920929,0.4000000059604645,0.6000000238418579,6.0,no,37.0,,70.68500518798828,high,4.0,male,33,no,no
8260102,1.0,WaterTaxi,135.03099060058594,2.551269531247957,0.3863821029663086,0.800000011920929,0.6000000238418579,0.800000011920929,0.6000000238418579,0.800000011920929,7.0,no,37.0,,70.68500518798828,high,4.0,male,33,no,no
8260102,0.0,Ferry,122.49824523925781,4.431152343753464,0.3863821029663086,0.6000000238418579,0.800000011920929,0.800000011920929,0.4000000059604645,0.6000000238418579,7.0,no,37.0,,70.68500518798828,high,4.0,male,33,no,no
8260102,1.0,WaterTaxi,135.03099060058594,2.551269531247957,0.3863821029663086,0.800000011920929,0.6000000238418579,0.800000011920929,0.6000000238418579,0.800000011920929,8.0,no,37.0,,70.68500518798828,high,4.0,male,33,no,no
8260102,0.0,Ferry,122.49824523925781,4.431152343753464,0.3863821029663086,0.6000000238418579,0.800000011920929,0.800000011920929,0.4000000059604645,0.6000000238418579,8.0,no,37.0,,70.68500518798828,high,4.0,male,33,no,no
8260102,1.0,WaterTaxi,135.03099060058594,2.551269531247957,0.3863821029663086,0.800000011920929,0.6000000238418579,0.800000011920929,0.6000000238418579,0.800000011920929,9.0,no,37.0,,70.68500518798828,high,4.0,male,33,no,no
8260102,0.0,Ferry,122.49824523925781,4.431152343753464,0.3863821029663086,0.6000000238418579,0.800000011920929,0.800000011920929,0.4000000059604645,0.6000000238418579,9.0,no,37.0,,70.68500518798828,high,4.0,male,33,no,no
8260102,1.0,WaterTaxi,135.03099060058594,2.551269531247957,0.3863821029663086,0.800000011920929,0.6000000238418579,0.800000011920929,0.6000000238418579,0.800000011920929,10.0,no,37.0,,70.68500518798828,high,4.0,male,33,no,no
8260102,0.0,Ferry,122.49824523925781,4.431152343753464,0.3863821029663086,0.6000000238418579,0.800000011920929,0.800000011920929,0.4000000059604645,0.6000000238418579,10.0,no,37.0,,70.68500518798828,high,4.0,male,33,no,no
8260104,1.0,WaterTaxi,60.20785140991211,2.551269531247957,0.3863821029663086,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.6000000238418579,13.0,yes,45.0,34.642032623291016,34.642032623291016,high,3.0,female,35,no,no
8260104,0.0,Ferry,59.73672103881836,4.431152343753464,0.3863821029663086,0.800000011920929,0.6000000238418579,0.4000000059604645,0.4000000059604645,0.6000000238418579,13.0,yes,45.0,34.642032623291016,34.642032623291016,high,3.0,female,35,no,no
8260104,1.0,WaterTaxi,60.20785140991211,2.551269531247957,0.3863821029663086,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.6000000238418579,14.0,yes,45.0,34.642032623291016,34.642032623291016,high,3.0,female,35,no,no
8260104,0.0,Ferry,59.73672103881836,4.431152343753464,0.3863821029663086,0.800000011920929,0.6000000238418579,0.4000000059604645,0.4000000059604645,0.6000000238418579,14.0,yes,45.0,34.642032623291016,34.642032623291016,high,3.0,female,35,no,no
8260104,1.0,Helicopter,86.92840576171875,18.40820312499769,0.3863821029663086,0.800000011920929,0.800000011920929,0.800000011920929,0.6000000238418579,0.6000000238418579,15.0,yes,45.0,34.642032623291016,34.642032623291016,high,3.0,female,35,no,no
8260104,0.0,WaterTaxi,60.20785140991211,2.551269531247957,0.3863821029663086,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.6000000238418579,15.0,yes,45.0,34.642032623291016,34.642032623291016,high,3.0,female,35,no,no
8260104,0.0,Ferry,59.73672103881836,4.431152343753464,0.3863821029663086,0.800000011920929,0.6000000238418579,0.4000000059604645,0.4000000059604645,0.6000000238418579,15.0,yes,45.0,34.642032623291016,34.642032623291016,high,3.0,female,35,no,no
8260106,1.0,WaterTaxi,46.7359504699707,2.551269531247957,0.3863821029663086,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,18.0,yes,28.0,11.547344207763672,11.547344207763672,high,2.0,female,52,yes,yes
8260106,0.0,Ferry,21.245573043823242,4.431152343753464,0.3863821029663086,0.800000011920929,0.6000000238418579,0.4000000059604645,0.6000000238418579,0.6000000238418579,18.0,yes,28.0,11.547344207763672,11.547344207763672,high,2.0,female,52,yes,yes
8260106,1.0,Helicopter,37.30946731567383,18.40820312499769,0.3863821029663086,0.800000011920929,0.800000011920929,0.800000011920929,0.6000000238418579,0.800000011920929,19.0,yes,28.0,11.547344207763672,11.547344207763672,high,2.0,female,52,yes,yes
8260106,0.0,Ferry,21.245573043823242,4.431152343753464,0.3863821029663086,0.800000011920929,0.6000000238418579,0.4000000059604645,0.6000000238418579,0.6000000238418579,19.0,yes,28.0,11.547344207763672,11.547344207763672,high,2.0,female,52,yes,yes
8260106,1.0,Helicopter,37.30946731567383,18.40820312499769,0.3863821029663086,0.800000011920929,0.800000011920929,0.800000011920929,0.6000000238418579,0.800000011920929,20.0,yes,28.0,11.547344207763672,11.547344207763672,high,2.0,female,52,yes,yes
8260106,0.0,Ferry,21.245573043823242,4.431152343753464,0.3863821029663086,0.800000011920929,0.6000000238418579,0.4000000059604645,0.6000000238418579,0.6000000238418579,20.0,yes,28.0,11.547344207763672,11.547344207763672,high,2.0,female,52,yes,yes
8260106,0.0,Helicopter,82.3094711303711,18.40820312499769,0.3863821029663086,0.800000011920929,0.800000011920929,0.800000011920929,0.6000000238418579,0.800000011920929,21.0,yes,28.0,11.547344207763672,11.547344207763672,high,2.0,female,52,yes,yes
8260106,1.0,WaterTaxi,46.7359504699707,2.551269531247957,0.3863821029663086,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,21.0,yes,28.0,11.547344207763672,11.547344207763672,high,2.0,female,52,yes,yes
8260106,0.0,Ferry,21.245573043823242,4.431152343753464,0.3863821029663086,0.800000011920929,0.6000000238418579,0.4000000059604645,0.6000000238418579,0.6000000238418579,21.0,yes,28.0,11.547344207763672,11.547344207763672,high,2.0,female,52,yes,yes
8260106,0.0,Helicopter,82.3094711303711,18.40820312499769,0.3863821029663086,0.800000011920929,0.800000011920929,0.800000011920929,0.6000000238418579,0.800000011920929,22.0,yes,28.0,11.547344207763672,11.547344207763672,high,2.0,female,52,yes,yes
8260106,1.0,WaterTaxi,46.7359504699707,2.551269531247957,0.3863821029663086,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,22.0,yes,28.0,11.547344207763672,11.547344207763672,high,2.0,female,52,yes,yes
8260106,0.0,Ferry,21.245573043823242,4.431152343753464,0.3863821029663086,0.800000011920929,0.6000000238418579,0.4000000059604645,0.6000000238418579,0.6000000238418579,22.0,yes,28.0,11.547344207763672,11.547344207763672,high,2.0,female,52,yes,yes
