firm,country,region,choice,choice.c,wage,unemp,elig,area,scrate,ctaxrate,gdp,harris,krugman,domind,japind,network
3,BE,BE0,0,FR,14.173712730407715,0.10300000190734863,0.0,335.79998779296875,0.5982959866523743,0.44999998807907104,28592.703125,750.36669921875,12135.00390625,50.000003814697266,0.0,0.0
3,BE,BE1,0,FR,16.575624465942383,0.095,0.0,1351.199951171875,0.5982959866523743,0.44999998807907104,66857.203125,691.7373046875,8971.890625,35.000003814697266,0.0,0.0
3,BE,BE2,0,FR,14.947134971618652,0.13600000381469726,0.0,1684.4000244140625,0.5982959866523743,0.44999998807907104,31036.900390625,645.6834106445312,5500.20458984375,32.0,0.0,0.0
3,BE,BE3,0,FR,16.814157485961914,0.14199999809265137,0.0,16.100000381469727,0.5982959866523743,0.44999998807907104,18236.900390625,1027.4962158203125,45988.7578125,4.0,0.0,0.0
3,DE,DE1,0,FR,17.52873420715332,0.08100000381469727,0.0,1573.0999755859375,0.2667936682701111,0.6299999952316284,31773.80078125,393.08392333984375,3180.28173828125,5.0,0.0,0.0
3,DE,DE2,0,FR,24.47202491760254,0.10300000190734863,0.0,75.5,0.2667936682701111,0.6299999952316284,37169.30078125,812.3074951171875,21243.126953125,9.0,0.0,0.0
3,DE,DE3,0,FR,18.410266876220703,0.085,0.0,4735.2001953125,0.2667936682701111,0.6299999952316284,90500.6015625,505.84307861328125,3931.1015625,32.0,0.0,0.0
3,DE,DE5,0,FR,21.186010360717773,0.11399999618530274,0.0,40.400001525878906,0.2667936682701111,0.6299999952316284,12061.7998046875,618.5990600585938,12317.7314453125,2.9723501205444336,0.0,0.0
3,DE,DE6,0,FR,18.9278507232666,0.08399999618530274,0.0,3407.199951171875,0.2667936682701111,0.6299999952316284,237818.703125,866.3511962890625,9569.759765625,352.0000305175781,0.0,0.0
3,DE,DE7,0,FR,18.628137588500977,0.05,0.0,2111.39990234375,0.2667936682701111,0.6299999952316284,92198.5,694.7146606445312,6770.162109375,27.000001907348633,0.0,0.0
3,DE,DE9,0,FR,18.281356811523438,0.060999999046325686,0.0,1985.199951171875,0.2667936682701111,0.6299999952316284,47771.19921875,679.5552368164062,5849.2861328125,28.999998092651367,0.0,0.0
3,DE,DEA,0,FR,19.14438247680664,0.03799999952316284,0.0,3575.199951171875,0.2667936682701111,0.6299999952316284,148544.40625,676.9498291015625,6384.5126953125,64.0,0.0,0.0
3,DE,DEB,0,FR,19.680818557739258,0.04699999809265137,0.0,7054.7001953125,0.2667936682701111,0.6299999952316284,162701.296875,533.0880737304688,4183.94580078125,51.0,0.0,0.0
3,DE,DEC,0,FR,20.662899017333984,0.10100000381469726,0.0,257.0,0.2667936682701111,0.6299999952316284,14014.599609375,591.5269775390625,5441.18212890625,14.861750602722168,0.0,0.0
3,DE,DEF,0,FR,23.24016571044922,0.07900000095367432,0.0,88.9000015258789,0.2667936682701111,0.6299999952316284,30576.80078125,623.8422241210938,15234.7353515625,20.0,0.0,0.0
3,ES,ES1,0,FR,11.698393821716309,0.155,0.9999999403953552,4533.0,0.3645392656326294,0.3499999940395355,23755.30078125,203.8133544921875,888.302978515625,46.999996185302734,0.0,0.0
3,ES,ES2,0,FR,12.419755935668945,0.21,0.9999999403953552,7034.39990234375,0.3645392656326294,0.3499999940395355,30617.599609375,229.73580932617188,945.476806640625,153.0,0.0,0.0
3,ES,ES3,0,FR,12.87215518951416,0.20700000762939452,1.0,802.7999877929688,0.3645392656326294,0.3499999940395355,36266.5,279.2268981933594,3255.3701171875,36.0,1.0,0.0
3,ES,ES4,0,FR,10.705227851867676,0.19200000762939454,1.0,21483.69921875,0.3645392656326294,0.3499999940395355,27570.0,189.3711700439453,632.7338256835938,27.000001907348633,0.0,0.0
3,ES,ES5,0,FR,11.925456047058105,0.20399999618530273,1.0,6013.5,0.3645392656326294,0.3499999940395355,71962.703125,281.9739074707031,1650.19287109375,128.0,0.0,0.0
3,ES,ES6,0,FR,10.681900024414062,0.28700000762939454,1.0,9864.0,0.3645392656326294,0.3499999940395355,38060.19921875,156.55992126464844,695.58447265625,40.0,0.0,0.0
3,FR,FR1,1,FR,21.817764282226562,0.08,0.0,1196.5,0.44918835163116455,0.44999998807907104,203614.90625,722.4671020507812,9686.25390625,218.0000457763672,0.0,0.0
3,FR,FR2,0,FR,14.55219554901123,0.105,0.0,14659.900390625,0.44918835163116455,0.44999998807907104,126053.203125,414.2329406738281,2219.703857421875,139.00001525878906,0.0,0.0
3,FR,FR3,0,FR,16.54438591003418,0.13,0.0,1245.0999755859375,0.44918835163116455,0.44999998807907104,42469.80078125,531.605224609375,3838.62548828125,78.99999237060547,0.0,0.0
3,FR,FR4,0,FR,17.13746452331543,0.09100000381469726,0.0,4830.89990234375,0.44918835163116455,0.44999998807907104,62364.69921875,527.9737548828125,3005.78759765625,115.00000762939453,0.0,0.0
3,FR,FR5,0,FR,13.523458480834961,0.11,0.0,8585.599609375,0.44918835163116455,0.44999998807907104,84066.796875,334.2197265625,1745.8546142578125,50.000003814697266,0.0,0.0
3,FR,FR6,0,FR,15.333639144897461,0.09899999618530274,0.0,10449.0,0.44918835163116455,0.44999998807907104,68150.8984375,279.28692626953125,1134.2109375,57.999996185302734,1.0,0.0
3,FR,FR7,0,FR,15.387003898620605,0.085,0.0,7113.60009765625,0.44918835163116455,0.44999998807907104,83785.3984375,374.4980773925781,1844.9697265625,149.0,0.0,0.0
3,FR,FR8,0,FR,17.384719848632812,0.125,0.0,6828.2001953125,0.44918835163116455,0.44999998807907104,75005.296875,318.4853210449219,1470.75732421875,43.000003814697266,0.0,0.0
3,IE,IE0,0,FR,17.00934600830078,0.16799999237060548,0.0,878.5999755859375,0.19780224561691284,0.10000000149011612,27100.0,254.65281677246094,2903.2255859375,21.0,0.0,0.0
3,IT,IT1,0,FR,14.324569702148438,0.085,0.0,3407.89990234375,0.43731021881103516,0.46000000834465027,77991.703125,469.8973083496094,3434.985595703125,92.0,0.0,0.0
3,IT,IT2,0,FR,14.072575569152832,0.06800000190734863,0.0,2385.89990234375,0.43731021881103516,0.46000000834465027,125207.8984375,586.3347778320312,5725.34228515625,297.0000305175781,0.0,0.0
3,IT,IT3,0,FR,13.882743835449219,0.07199999809265137,0.0,3982.699951171875,0.43731021881103516,0.46000000834465027,77785.8984375,429.39971923828125,3076.76416015625,78.99999237060547,0.0,0.0
3,IT,IT4,0,FR,11.649580955505371,0.075,0.0,2212.300048828125,0.43731021881103516,0.46000000834465027,52406.8984375,459.15380859375,3680.590087890625,38.0,0.0,0.0
3,IT,IT5,0,FR,13.923548698425293,0.08600000381469726,0.0,4114.2001953125,0.43731021881103516,0.46000000834465027,67064.203125,412.74383544921875,2963.31103515625,48.999996185302734,0.0,0.0
